ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944,0.35
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.225,5,0.5,-39.7425,-0.35625
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.044,3,0.5,-2.8308,-0.35625
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2,0.2,1.2038,0.1625
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,498.975,7,0,70.8407,0.29
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0,41.68,0.25
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0,23.94,0.5
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,498.975,5,0,70.8407,0.33
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0,12.4416,0.48
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.568,2,0.2,28.1372,0.0875
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0,3.5767,0.47
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,498.975,9.5,0,70.8407,0.19
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0,22.5624,0.28
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0,70.8407,0.45
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.132,9,0.5,-8.4924,-0.35625
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,-0.2375
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.2,4.044,0.075
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,498.975,6,0.2,56.6916,0.0875
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3,0,6.9258,0.34
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0,6.6465,0.03
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.2,6.132,0.35
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.5,-4.466,-0.35625
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,498.975,3,0.4,-39.7425,-0.166666667
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,498.975,7,0.4,-39.7425,-0.1
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196,0.0875
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0,35.156,0.44
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.7304,0.3375
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6,0,0.3024,0.04
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,-0.2
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,0.375
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,498.975,4,0,70.8407,0.29
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.93,7,0,70.8407,0.44
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3,0,2.3232,0.44
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3,0.2,4.095,0.375
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2,0,4.0572,0.46
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.98,1,0,1.5548,0.26
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.648,2,0.2,4.0768,0.35
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.176,4,0.2,5.9072,0.325
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.712,6,0.2,5.9712,0.1
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.2,8.694,0.35
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5,0.5,-3.432,-0.35625
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,498.975,7,0.2,70.8407,0.3375
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,498.975,5,0.2,51.942,0.05
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,141.76,5,0.2,47.844,0.3375
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.8,5,0.2,47.96,0.2
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,10.8864,0.35
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.058,7,0.5,-39.7425,-0.35625
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.528,2,0.2,24.316,0.125
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,498.975,5,0.2,-39.7425,-0.2125
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,0.35
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,18.496,8,0.2,6.2424,0.3375
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.984,2,0.2,54.3966,0.2125
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.5,-39.7425,-0.35625
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.416,8,0.2,70.8407,0.2625
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.352,3,0.2,20.1558,0.0875
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,-0.1125
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.6,5,0.5,-39.7425,-0.35625
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,0.3375
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.4,5,0,15.552,0.48
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,498.975,8,0,10.8248,0.01
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3,0,27.3168,0.48
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.6,4,0,38.024,0.49
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,14.28,1,0,6.5688,0.46
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,219.075,3,0.5,-39.7425,-0.35625
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,26.8,2,0,12.864,0.48
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,Art,9.84,3,0,2.8536,0.29
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,45.48,3,0,20.9208,0.46
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,289.2,6,0,70.8407,0.29
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,4.89,1,0,2.0049,0.41
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.136,4,0.2,3.5948,0.2375
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,466.768,2,0.2,52.5114,0.1125
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.232,1,0.2,1.7136,0.1125
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels,6.264,3,0.2,2.0358,0.325
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,87.54,3,0,37.6422,0.43
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,178.384,2,0.2,22.298,0.125
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,15.552,3,0.2,5.4432,0.35
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.136,4,0.2,8.6744,0.0875
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,135.882,1,0.1,24.1568,0.177777778
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,498.975,2,0,70.8407,0.5
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,275.94,6,0,70.8407,0.29
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,360,4,0,70.8407,0.36
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,43.57,1,0,13.071,0.3
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.16,2,0,3.58,0.5
Standard Class,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders,251.52,6,0.2,70.8407,0.325
Standard Class,Corporate,United States,Hesperia,California,92345,West,Technology,Accessories,99.99,1,0,34.9965,0.35
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.992,1,0.2,0.9995,0.0625
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,290.898,3,0.4,-39.7425,-0.233333333
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,54.224,2,0.2,3.389,0.0625
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,498.975,4,0.3,-39.7425,-0.328571429
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,100.24,9.5,0.2,33.831,0.3375
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,37.764,6,0.5,-27.6936,-0.35625
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,82.8,2,0.4,-20.7,-0.25
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,20.724,2,0.5,-13.816,-0.35625
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.896,3,0.5,-3.4272,-0.35625
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,4.752,1,0.2,1.6038,0.3375
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Copiers,498.975,2,0.2,70.8407,0.35
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,14.368,4,0.2,4.49,0.3125
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,7.712,2,0.2,2.7956,0.3625
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,498.975,3,0.2,-17.4588,-0.025
Second Class,Consumer,United States,Layton,Utah,84041,West,Office Supplies,Fasteners,4.96,4,0,2.3312,0.47
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,17.856,4,0.2,1.116,0.0625
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,498.975,9.5,0.5,-39.7425,-0.35625
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,30.992,9.5,0.2,10.0724,0.325
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,71.928,9.5,0.4,8.3916,0.116666667
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,88.8,4,0.2,-2.22,-0.025
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,47.976,3,0.2,4.7976,0.1
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,7.56,3,0,3.0996,0.41
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,24.56,2,0,11.5432,0.47
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,12.96,2,0,4.1472,0.32
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,6.79,1,0,2.3086,0.34
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,24.56,2,0,11.5432,0.47
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,3.048,1,0.2,1.0668,0.35
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,49.12,4,0,23.0864,0.47
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,498.975,4,0.2,70.8407,0.325
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,388.704,6,0.2,-4.8588,-0.0125
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,8.26,2,0,3.7996,0.46
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,17.04,4,0,6.9864,0.41
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,34.4,5,0,15.824,0.46
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,36.24,5,0.2,11.325,0.3125
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,498.975,8,0,70.8407,0.26
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,20.7,2,0,9.936,0.48
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,20.7,2,0,9.936,0.48
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,488.646,3,0.1,70.8407,0.177777778
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,5.56,2,0,1.4456,0.26
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,47.12,8,0,20.7328,0.44
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,211.96,4,0,8.4784,0.04
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Binders,23.2,4,0,10.44,0.45
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Supplies,7.36,2,0,0.1472,0.02
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,104.79,7,0,29.3412,0.28
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Furniture,Bookcases,498.975,4,0,70.8407,0.26
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,25.92,5,0.2,9.396,0.3625
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Storage,53.424,3,0.2,4.6746,0.0875
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,8.16,5,0.5,-5.712,-0.35625
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,498.975,8,0.2,70.8407,0.175
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,9.24,1,0.2,0.924,0.1
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,479.04,9.5,0.2,-29.94,-0.0625
First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Paper,99.136,4,0.2,30.98,0.3125
Standard Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,498.975,7,0.3,-39.7425,-0.2
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.652,3,0.5,-20.3322,-0.35625
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,23.832,3,0.2,2.6811,0.1125
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,12.176,4,0.5,-18.8728,-0.35625
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,50.96,7,0,25.48,0.5
